X Y Z MaximumInscribedSphereRadius EdgeArray0 EdgeArray1 EdgePCoordArray
67.10941314697266 31.419963836669922 34.16864013671875 0.834408628430117 6910.0 6910.0 0.0
66.99382781982422 31.408411026000977 34.13113784790039 0.8327159056335034 9793.0 9779.0 0.2960000000000002
66.94610595703125 31.406494140625 34.11195373535156 0.8316523088642388 9797.0 9797.0 0.0
66.89349365234375 31.40025520324707 34.090660095214844 0.8311041156861438 9803.0 9803.0 0.0
66.82218170166016 31.390483856201172 34.065513610839844 0.826984290274986 8256.0 8256.0 0.0
66.68242645263672 31.38001251220703 34.01093673706055 0.8199469823182267 9947.0 9947.0 0.0
66.59981536865234 31.385387420654297 33.979469299316406 0.8187506237202462 8252.0 8252.0 0.0
66.59981536865234 31.385387420654297 33.979469299316406 0.8187503900743818 5529.0 8252.0 0.9920000000000008
66.59941101074219 31.385366439819336 33.97929000854492 0.8187214179871939 5529.0 5529.0 0.0
66.49392700195312 31.38224983215332 33.93358612060547 0.817361637020973 5412.0 5412.0 0.0
66.36930847167969 31.381216049194336 33.86668014526367 0.808916902471451 4386.0 4386.0 0.0
66.32427215576172 31.38153839111328 33.84291076660156 0.8078485286028847 10193.0 2312.0 0.09200000000000005
66.24776458740234 31.378700256347656 33.810428619384766 0.8048694701571848 8448.0 9897.0 0.9720000000000008
66.21305084228516 31.380590438842773 33.792232513427734 0.8022943415833654 3581.0 8450.0 0.32400000000000023
66.19886779785156 31.381834030151367 33.78499221801758 0.8011488754414173 3581.0 6939.0 0.036000000000000004
66.09781646728516 31.389951705932617 33.743167877197266 0.7957876114663474 2004.0 5527.0 0.9200000000000007
66.02049255371094 31.400341033935547 33.70067596435547 0.7921802829719443 9241.0 9241.0 0.0
65.91580963134766 31.424503326416016 33.65486145019531 0.7884844992762563 6271.0 6271.0 0.0
65.84988403320312 31.450889587402344 33.617244720458984 0.7831305821208479 7172.0 7172.0 0.0
65.82195281982422 31.45882225036621 33.60274124145508 0.7816212134296349 10184.0 10184.0 0.0
65.82185363769531 31.458847045898438 33.60270309448242 0.7816112351047085 10185.0 10184.0 0.9960000000000008
65.7978286743164 31.464996337890625 33.59273147583008 0.7791266321980382 10185.0 10185.0 0.0
65.61563873291016 31.522315979003906 33.480159759521484 0.7637545945569494 5385.0 5385.0 0.0
65.58709716796875 31.53174591064453 33.46424865722656 0.7624707207995441 7170.0 7170.0 0.0
65.46311950683594 31.572444915771484 33.37407302856445 0.7611858513258246 8920.0 8920.0 0.0
65.40003204345703 31.59424591064453 33.33380889892578 0.7638561014783378 7028.0 7028.0 0.0
65.3510971069336 31.61293601989746 33.30300521850586 0.7628457438489158 5940.0 6364.0 0.22000000000000017
65.32564544677734 31.623994827270508 33.2835807800293 0.7650243792341053 5940.0 4113.0 0.24000000000000019
65.21044158935547 31.69055938720703 33.19966125488281 0.7699409133509995 10021.0 10021.0 0.0
65.03524780273438 31.81328010559082 33.063270568847656 0.7693789390335248 7438.0 7363.0 0.7520000000000006
65.01779174804688 31.82635498046875 33.05093765258789 0.7709575350700226 4430.0 7363.0 0.5440000000000004
64.93026733398438 31.906225204467773 32.96171188354492 0.782766818625138 7360.0 7135.0 0.3120000000000002
64.887451171875 31.947599411010742 32.901859283447266 0.790673782886441 7114.0 6345.0 0.9840000000000008
64.8868637084961 31.948291778564453 32.90086364746094 0.7907422218392786 6345.0 6040.0 0.02
64.81531524658203 32.01115417480469 32.805782318115234 0.8003438684576536 10012.0 10012.0 0.0
64.7938232421875 32.03540802001953 32.772430419921875 0.8039066491684285 2251.0 2251.0 0.0
64.7930908203125 32.036354064941406 32.77159118652344 0.8038660515499728 8634.0 7171.0 0.9960000000000008
64.69947052001953 32.18162536621094 32.64424133300781 0.8033967177088976 8629.0 8629.0 0.0
64.64356994628906 32.281524658203125 32.55339050292969 0.8127640255899597 6778.0 5707.0 0.5680000000000004
64.61832427978516 32.31710433959961 32.52505111694336 0.8151956711997767 7811.0 7811.0 0.0
64.55542755126953 32.45186233520508 32.406742095947266 0.8229846994791814 8370.0 8370.0 0.0
64.55178833007812 32.45964431762695 32.40048599243164 0.8233637316294358 8369.0 8371.0 0.9080000000000007
64.53070068359375 32.510860443115234 32.354026794433594 0.8240041892077626 2825.0 2825.0 0.0
64.50971984863281 32.56050491333008 32.31745910644531 0.8241396416363655 3190.0 3190.0 0.0
64.50798034667969 32.56863021850586 32.31144714355469 0.8236662126190176 6403.0 6404.0 0.12000000000000008
64.4891357421875 32.63420867919922 32.26158905029297 0.8184571498652603 6404.0 9396.0 0.16800000000000012
64.4822998046875 32.659278869628906 32.2395133972168 0.818884242589804 6402.0 6405.0 0.7360000000000005
64.44471740722656 32.73745346069336 32.1646842956543 0.8164422270707146 6401.0 6401.0 0.0
64.4024658203125 32.895809173583984 32.01499557495117 0.8064637331580193 9316.0 9315.0 0.7040000000000005
64.39510345458984 32.934486389160156 31.98474884033203 0.8087039275709621 9310.0 9316.0 0.43600000000000033
64.38040924072266 33.0172004699707 31.89809799194336 0.8102998702242318 6785.0 6785.0 0.0
64.37646484375 33.03605651855469 31.881839752197266 0.8104047321413833 6782.0 3454.0 0.048000000000000015
64.3763656616211 33.0366325378418 31.8812198638916 0.8103375832118368 6782.0 2824.0 0.032
64.36663055419922 33.14295959472656 31.774211883544922 0.8096084995154753 8334.0 8334.0 0.0
64.35735321044922 33.26384353637695 31.644908905029297 0.8025638310575223 10203.0 10203.0 0.0
64.35775756835938 33.317359924316406 31.585067749023438 0.8008179693833435 10204.0 2379.0 0.5280000000000004
