X Y Z MaximumInscribedSphereRadius EdgeArray0 EdgeArray1 EdgePCoordArray
71.1634750366211 39.2828369140625 40.06393051147461 0.5977531101511377 16805.0 16805.0 0.0
71.15425872802734 39.274776458740234 40.0535888671875 0.5990654005920997 9918.0 9918.0 0.0
71.14713287353516 39.268497467041016 40.046627044677734 0.5986293876196244 22751.0 22751.0 0.0
71.04224395751953 39.16844177246094 39.8803825378418 0.5822615540835199 13296.0 7770.0 0.32800000000000024
70.9994125366211 39.140411376953125 39.81294631958008 0.5827063699733626 9141.0 13292.0 0.4000000000000003
70.95381927490234 39.08211898803711 39.6988639831543 0.5887867178381285 10480.0 4784.0 0.5920000000000004
70.92237091064453 39.05802917480469 39.632991790771484 0.5952174299955928 6009.0 6009.0 0.0
70.9081802368164 39.03466033935547 39.58745574951172 0.595997499536138 13918.0 13925.0 0.008
70.83454132080078 38.944618225097656 39.43472671508789 0.6190770001175993 14002.0 14002.0 0.0
70.8094253540039 38.90741729736328 39.35136032104492 0.6243594377605105 14674.0 14674.0 0.0
70.78397369384766 38.885765075683594 39.28410339355469 0.6294129003237913 5617.0 5617.0 0.0
70.76555633544922 38.861183166503906 39.23460388183594 0.6269084476134843 22517.0 22517.0 0.0
70.74198150634766 38.8354377746582 39.17386245727539 0.6239196035655704 22514.0 22514.0 0.0
70.65934753417969 38.75511169433594 38.99913024902344 0.6180175719338695 7264.0 7264.0 0.0
70.6407699584961 38.74162673950195 38.947021484375 0.6180491649764512 10669.0 10670.0 0.9000000000000007
70.59858703613281 38.706565856933594 38.850006103515625 0.6205277349058159 25754.0 25754.0 0.0
70.58475494384766 38.68978500366211 38.811859130859375 0.6201558699023942 5303.0 5303.0 0.0
70.55792236328125 38.65879821777344 38.74138641357422 0.6203050932461928 10658.0 10665.0 0.6560000000000005
70.50395202636719 38.60713577270508 38.6375732421875 0.627115254110941 10662.0 10662.0 0.0
70.47383117675781 38.58745193481445 38.55829620361328 0.6288890264017142 7024.0 7024.0 0.0
70.42782592773438 38.53258514404297 38.441314697265625 0.6309838308063784 22781.0 22781.0 0.0
70.42777252197266 38.53253936767578 38.441139221191406 0.6309805432879633 22783.0 22781.0 0.9960000000000008
70.414306640625 38.52100372314453 38.39740753173828 0.6301619512025763 22783.0 22783.0 0.0
70.38127899169922 38.46703338623047 38.29189682006836 0.619453994774063 16315.0 16315.0 0.0
70.34739685058594 38.392921447753906 38.082672119140625 0.6250207383558104 5934.0 5934.0 0.0
70.33964538574219 38.381404876708984 38.0360107421875 0.6308146629712323 16054.0 7908.0 0.8040000000000006
70.3318099975586 38.366615295410156 37.997501373291016 0.6339036208632515 18623.0 18623.0 0.0
70.32757568359375 38.35361099243164 37.96806716918945 0.6341992694238037 18624.0 18622.0 0.8680000000000007
70.31816101074219 38.31623458862305 37.86237716674805 0.6389069968280496 18620.0 16055.0 0.4840000000000004
70.30196380615234 38.283836364746094 37.768978118896484 0.6504076801581725 13105.0 13105.0 0.0
70.29840087890625 38.27933120727539 37.74760437011719 0.6511118887561136 14600.0 14594.0 0.9760000000000008
70.29817962646484 38.27848815917969 37.74440002441406 0.6511993554721445 14597.0 14594.0 0.9520000000000007
70.26800537109375 38.23527145385742 37.58278274536133 0.6487694094090817 13102.0 13821.0 0.3160000000000002
70.26399993896484 38.231536865234375 37.57080841064453 0.6493953130067778 13102.0 12840.0 0.44000000000000034
70.25169372558594 38.22177505493164 37.52873611450195 0.651758754888891 12840.0 12844.0 0.10800000000000007
70.24932861328125 38.21877670288086 37.519012451171875 0.6522807755914624 12845.0 4386.0 0.8040000000000006
70.22527313232422 38.19748306274414 37.4589958190918 0.6540162924223482 18693.0 12845.0 0.16800000000000012
70.22457122802734 38.19704055786133 37.45751953125 0.6540084644356278 18693.0 1804.0 0.1480000000000001
70.17528533935547 38.161033630371094 37.29511642456055 0.6594967862711876 17605.0 23720.0 0.4040000000000003
70.17064666748047 38.149898529052734 37.25678253173828 0.6604457241822493 27159.0 23720.0 0.2760000000000002
70.15740203857422 38.134437561035156 37.200706481933594 0.6619012012492919 27159.0 24117.0 0.32000000000000023
70.13590240478516 38.11774444580078 37.11198043823242 0.6637392054541985 27189.0 27189.0 0.0
70.11957550048828 38.09560012817383 37.03988265991211 0.6654751475269521 24116.0 24114.0 0.32400000000000023
70.11492156982422 38.0861930847168 37.0169677734375 0.6658896602676576 22453.0 24116.0 0.7160000000000005
70.1063232421875 38.06885528564453 36.96516036987305 0.6652729074965795 22454.0 22453.0 0.2480000000000002
70.1048583984375 38.065887451171875 36.95512390136719 0.6652803735742454 22444.0 8051.0 0.22000000000000017
70.08718872070312 38.02820587158203 36.76567459106445 0.6767509882057539 23553.0 23553.0 0.0
70.08661651611328 38.02787780761719 36.76292419433594 0.6768722658963415 23549.0 23552.0 0.9240000000000007
70.0851058959961 38.02325439453125 36.7428092956543 0.677128627321338 23273.0 23273.0 0.0
70.0658187866211 37.989479064941406 36.5452880859375 0.6762546292465887 7080.0 7080.0 0.0
70.0647964477539 37.9882926940918 36.537574768066406 0.6761607165684201 1722.0 22623.0 0.7000000000000005
70.05059051513672 37.96989440917969 36.444297790527344 0.6782362374096702 695.0 695.0 0.0
70.04170989990234 37.968353271484375 36.38636779785156 0.6751432597499663 17269.0 17269.0 0.0
70.02664947509766 37.95261764526367 36.263309478759766 0.6724255706406367 12668.0 12668.0 0.0
70.0079574584961 37.95011901855469 36.12625503540039 0.6716525297837869 13134.0 13134.0 0.0
