64.518	3.403	51.963
64.43	3.842	50.083
64.581	3.8708	50.089
64.731	3.8966	50.106
64.88	3.9192	50.136
65.027	3.9386	50.177
65.171	3.9546	50.229
65.31	3.9671	50.293
65.445	3.9761	50.367
65.573	3.9814	50.451
65.695	3.9831	50.544
65.81	3.9811	50.647
65.916	3.9754	50.758
66.014	3.9661	50.876
66.102	3.9533	51.001
66.18	3.937	51.133
66.247	3.9173	51.269
66.304	3.8944	51.41
66.349	3.8683	51.555
66.383	3.8393	51.702
66.405	3.8076	51.851
66.415	3.7733	52
66.412	3.7366	52.15
66.399	3.6979	52.298
66.373	3.6573	52.444
66.335	3.615	52.586
66.286	3.5715	52.725
66.226	3.5268	52.86
66.155	3.4814	52.988
66.073	3.4355	53.11
65.982	3.3894	53.225
65.881	3.3434	53.331
65.772	3.2977	53.43
65.655	3.2527	53.518
65.531	3.2087	53.597
65.4	3.1659	53.666
65.264	3.1246	53.724
65.123	3.085	53.771
64.978	3.0475	53.806
64.831	3.0122	53.83
64.681	2.9793	53.842
64.53	2.9492	53.842
64.38	2.9219	53.83
64.23	2.8977	53.806
64.082	2.8767	53.771
63.936	2.8589	53.724
63.795	2.8447	53.666
63.658	2.8339	53.597
63.526	2.8268	53.518
63.401	2.8233	53.43
63.282	2.8234	53.331
63.172	2.8273	53.225
63.07	2.8347	53.11
62.977	2.8458	52.988
62.894	2.8604	52.86
62.821	2.8784	52.725
62.759	2.8997	52.586
62.708	2.9242	52.444
62.669	2.9518	52.298
62.641	2.9822	52.15
62.625	3.0152	52
62.621	3.0507	51.851
62.629	3.0885	51.702
62.649	3.1282	51.555
62.681	3.1696	51.41
62.724	3.2126	51.269
62.779	3.2567	51.133
62.844	3.3018	51.001
62.921	3.3475	50.876
63.007	3.3935	50.758
63.103	3.4396	50.647
63.208	3.4855	50.544
63.321	3.5309	50.451
63.442	3.5754	50.367
63.569	3.6189	50.293
63.703	3.661	50.229
63.842	3.7014	50.177
63.985	3.74	50.136
64.131	3.7765	50.106
64.28	3.8105	50.089
64.43	3.842	50.083
64.322	4.3889	50.232
64.471	4.4166	50.238
64.62	4.4417	50.255
64.768	4.464	50.284
64.913	4.4833	50.325
65.055	4.4995	50.377
65.193	4.5125	50.44
65.326	4.5223	50.513
65.453	4.5287	50.597
65.573	4.5318	50.689
65.686	4.5315	50.791
65.791	4.5278	50.901
65.887	4.5207	51.019
65.973	4.5103	51.144
66.05	4.4967	51.274
66.116	4.4799	51.41
66.172	4.46	51.55
66.216	4.4372	51.694
66.249	4.4116	51.84
66.27	4.3833	51.988
66.279	4.3527	52.137
66.276	4.3197	52.285
66.262	4.2848	52.432
66.236	4.2479	52.578
66.198	4.2095	52.72
66.149	4.1698	52.858
66.088	4.1289	52.992
66.017	4.0872	53.119
65.936	4.045	53.241
65.845	4.0024	53.355
65.745	3.9597	53.461
65.637	3.9173	53.559
65.52	3.8754	53.648
65.397	3.8343	53.726
65.267	3.7942	53.795
65.132	3.7553	53.853
64.992	3.718	53.899
64.849	3.6824	53.935
64.702	3.6488	53.958
64.554	3.6174	53.97
64.405	3.5884	53.971
64.255	3.562	53.959
64.107	3.5383	53.936
63.961	3.5175	53.901
63.817	3.4997	53.854
63.677	3.4851	53.797
63.541	3.4737	53.729
63.411	3.4656	53.65
63.287	3.4608	53.562
63.171	3.4594	53.465
63.062	3.4615	53.359
62.961	3.4669	53.245
62.87	3.4756	53.124
62.788	3.4876	52.996
62.716	3.5029	52.863
62.656	3.5212	52.724
62.606	3.5426	52.582
62.567	3.5668	52.437
62.54	3.5937	52.29
62.525	3.6232	52.142
62.522	3.655	51.993
62.53	3.689	51.845
62.551	3.7249	51.699
62.583	3.7626	51.555
62.626	3.8017	51.415
62.681	3.842	51.279
62.747	3.8833	51.148
62.823	3.9254	51.023
62.909	3.9678	50.905
63.005	4.0105	50.795
63.109	4.053	50.693
63.222	4.0952	50.6
63.342	4.1368	50.516
63.468	4.1774	50.442
63.601	4.2169	50.379
63.738	4.2551	50.327
63.88	4.2915	50.286
64.025	4.3261	50.256
64.173	4.3587	50.238
64.322	4.3889	50.232
64.231	4.8711	50.333
64.38	4.8962	50.338
64.529	4.9193	50.355
64.676	4.9403	50.384
64.821	4.9592	50.424
64.962	4.9757	50.476
65.099	4.9897	50.538
65.231	5.0013	50.611
65.357	5.0103	50.695
65.476	5.0166	50.788
65.588	5.0202	50.89
65.691	5.0211	51
65.786	5.0193	51.118
65.871	5.0148	51.243
65.946	5.0076	51.374
66.011	4.9978	51.511
66.065	4.9854	51.652
66.108	4.9706	51.796
66.139	4.9533	51.943
66.158	4.9337	52.092
66.166	4.912	52.241
66.162	4.8882	52.391
66.146	4.8626	52.539
66.118	4.8353	52.685
66.079	4.8064	52.828
66.028	4.7761	52.968
65.967	4.7447	53.102
65.894	4.7123	53.231
65.812	4.6792	53.354
65.72	4.6455	53.469
65.619	4.6114	53.577
65.51	4.5772	53.676
65.393	4.5432	53.765
65.268	4.5094	53.845
65.138	4.4761	53.914
65.003	4.4436	53.973
64.862	4.412	54.021
64.719	4.3815	54.057
64.572	4.3524	54.081
64.424	4.3247	54.094
64.275	4.2988	54.095
64.126	4.2747	54.084
63.978	4.2526	54.061
63.832	4.2327	54.026
63.689	4.215	53.98
63.55	4.1997	53.923
63.415	4.1868	53.855
63.286	4.1766	53.777
63.163	4.1689	53.689
63.048	4.1639	53.591
62.94	4.1617	53.485
62.841	4.1621	53.371
62.751	4.1653	53.249
62.671	4.1711	53.121
62.6	4.1796	52.987
62.541	4.1907	52.848
62.493	4.2044	52.706
62.456	4.2205	52.56
62.43	4.2389	52.412
62.417	4.2595	52.262
62.415	4.2823	52.113
62.425	4.307	51.964
62.447	4.3335	51.816
62.481	4.3617	51.672
62.526	4.3913	51.53
62.582	4.4221	51.393
62.649	4.454	51.261
62.726	4.4868	51.135
62.813	4.5203	51.016
62.91	4.5542	50.905
63.015	4.5883	50.802
63.129	4.6225	50.707
63.249	4.6565	50.623
63.377	4.69	50.548
63.51	4.7229	50.484
63.648	4.755	50.431
63.79	4.7861	50.389
63.935	4.8159	50.358
64.082	4.8443	50.34
64.231	4.8711	50.333
64.148	5.3706	50.391
64.297	5.3958	50.397
64.445	5.4198	50.414
64.592	5.4423	50.443
64.737	5.4633	50.483
64.878	5.4826	50.535
65.014	5.5	50.598
65.146	5.5156	50.672
65.271	5.5291	50.756
65.39	5.5404	50.85
65.501	5.5496	50.953
65.603	5.5566	51.064
65.697	5.5613	51.183
65.781	5.5636	51.309
65.855	5.5636	51.441
65.919	5.5613	51.578
65.971	5.5567	51.72
66.012	5.5497	51.866
66.042	5.5406	52.014
66.06	5.5292	52.164
66.067	5.5157	52.315
66.061	5.5002	52.465
66.044	5.4828	52.615
66.014	5.4636	52.762
65.974	5.4426	52.907
65.922	5.4201	53.047
65.859	5.3961	53.183
65.785	5.3709	53.313
65.702	5.3446	53.436
65.608	5.3173	53.553
65.506	5.2892	53.661
65.396	5.2606	53.761
65.278	5.2315	53.851
65.153	5.2022	53.931
65.022	5.1729	54.001
64.885	5.1436	54.061
64.745	5.1148	54.109
64.6	5.0864	54.145
64.453	5.0587	54.17
64.305	5.0318	54.183
64.156	5.006	54.183
64.007	4.9814	54.172
63.859	4.9581	54.149
63.713	4.9364	54.114
63.57	4.9162	54.068
63.431	4.8978	54.01
63.297	4.8813	53.942
63.169	4.8668	53.863
63.047	4.8543	53.774
62.932	4.8441	53.676
62.825	4.836	53.569
62.727	4.8302	53.454
62.638	4.8266	53.331
62.559	4.8255	53.202
62.49	4.8266	53.067
62.432	4.8301	52.927
62.385	4.8359	52.783
62.349	4.8439	52.636
62.325	4.8542	52.487
62.313	4.8666	52.336
62.313	4.8811	52.186
62.324	4.8976	52.036
62.347	4.916	51.887
62.382	4.9361	51.741
