X,Y,Z,MaximumInscribedSphereRadius
32.1376342773,10.3110189438,37.3637008667,2.49685663137
32.1949996948,10.3899993896,37.341835022,2.49938619966
32.2521362305,10.4709243774,37.327331543,2.50130614869
32.3049354553,10.5534219742,37.3073654175,2.50132636243
32.3543243408,10.6374740601,37.2849349976,2.49860445556
32.3999481201,10.7245807648,37.2664413452,2.49424902188
32.4443435669,10.8130540848,37.2519073486,2.49013155156
32.4869003296,10.9017677307,37.2338600159,2.48456952531
32.5244293213,10.9921922684,37.2134590149,2.47736381669
32.563785553,11.0814590454,37.1913108826,2.46931083175
32.6012840271,11.1717195511,37.1700744629,2.46200913853
32.6379051208,11.2625951767,37.1499862671,2.45538210519
32.676322937,11.3534450531,37.133480072,2.44644939362
32.7153739929,11.4450521469,37.1241760254,2.43249862759
32.751625061,11.5384893417,37.1232795715,2.41871116214
32.7877578735,11.6310129166,37.1115074158,2.40551857203
32.8239364624,11.723777771,37.1075744629,2.3902982148
32.8610801697,11.8164997101,37.100944519,2.37408286025
32.8955841064,11.9102048874,37.0950431824,2.35854719878
32.9290428162,12.0043878555,37.0902557373,2.34185679878
32.9676589966,12.0964975357,37.0937538147,2.3223270017
33.0086936951,12.1875991821,37.0943412781,2.30178406303
33.0461044312,12.2801246643,37.0857162476,2.28201786449
33.0881690979,12.3706235886,37.0792427063,2.26411838209
33.1284828186,12.4621782303,37.0794258118,2.24598503581
33.1665534973,12.5546884537,37.0794258118,2.22862563018
33.2091445923,12.6452264786,37.0792160034,2.2125168303
33.247844696,12.7374725342,37.0770454407,2.19770431667
33.2865104675,12.8296585083,37.0786437988,2.18338614844
33.3291091919,12.9197568893,37.0881462097,2.16919908895
33.3687057495,13.0107421875,37.1019248962,2.15719148284
33.407081604,13.1028928757,37.1068649292,2.14613441454
33.4456367493,13.1949872971,37.1129798889,2.13743792105
33.4841346741,13.2870092392,37.1211051941,2.12866010804
33.5205039978,13.3798217773,37.1291656494,2.12066709318
33.5600891113,13.4713258743,37.137928009,2.11393816703
33.5995445251,13.5628356934,37.1471939087,2.10720924088
33.6345748901,13.6561193466,37.155921936,2.10264860886
33.6718826294,13.7485256195,37.1647262573,2.09764303164
33.7060852051,13.8412504196,37.1801986694,2.09309210664
33.7438468933,13.9324407578,37.1965713501,2.08950245908
33.7799186707,14.0251836777,37.2048873901,2.08593682957
33.8154335022,14.1197624207,37.2007522583,2.0838662253
33.8509140015,14.2120723724,37.2121734619,2.0801064569
33.8882408142,14.3031082153,37.2300872803,2.07417754265
33.9220085144,14.3947496414,37.2518539429,2.06727889401
33.9577522278,14.485786438,37.2721405029,2.05863416072
33.9947395325,14.5777978897,37.2852210999,2.04777976897
34.0294570923,14.6710996628,37.2947769165,2.03614667349
34.0668411255,14.7633085251,37.3044586182,2.0246016096
34.1051063538,14.8557853699,37.304107666,2.00918849372
34.1431770325,14.9482679367,37.3019104004,1.99401279814
34.1817398071,15.0404462814,37.2983436584,1.97877461539
34.2173728943,15.1338005066,37.29347229,1.96218027023
34.2480659485,15.2289218903,37.2901573181,1.94541394788
34.2808074951,15.3233947754,37.2880821228,1.9271814833
34.3077354431,15.4196557999,37.2837982178,1.91001281303
34.3312950134,15.5168771744,37.2812232971,1.89351683737
34.3571472168,15.6135320663,37.281879425,1.87652740867
34.3751983643,15.7119474411,37.2813911438,1.85898298025
34.3896751404,15.8108530045,37.2787590027,1.84148393069
34.4031410217,15.909948349,37.2781219482,1.82296841073
34.4148788452,16.0092983246,37.2791252136,1.80482828941
34.4274559021,16.1084747314,37.2786216736,1.78725176362
34.4400024414,16.207698822,37.280834198,1.77039052952
34.4505119324,16.3071460724,37.2811088562,1.7564640721
34.4581680298,16.4069271088,37.2790718079,1.74206699509
34.4691772461,16.5062599182,37.2836380005,1.72853274466
34.4811210632,16.6054954529,37.2856140137,1.7155808033
34.4894180298,16.70520401,37.2866363525,1.70489133633
34.5006408691,16.8045597076,37.2889022827,1.69579318174
34.5118026733,16.9039325714,37.2878875732,1.68650836071
34.5206680298,17.0035858154,37.2869758606,1.6793544368
34.529083252,17.1031208038,37.282119751,1.67202988947
34.538520813,17.2027206421,37.2821769714,1.66546460809
34.5430107117,17.3026103973,37.2801742554,1.65856595807
34.5497894287,17.402381897,37.2797660828,1.65184173679
34.552116394,17.5024166107,37.2774047852,1.64766144522
34.5575942993,17.6021595001,37.2726325989,1.64315483528
34.5615577698,17.7020778656,37.2681694031,1.64123711698
34.5633735657,17.8017520905,37.2602958679,1.639993631
34.5672607422,17.9013538361,37.2518005371,1.63976343944
34.5718650818,18.0007991791,37.2415885925,1.64039517597
34.574546814,18.0995883942,37.226146698,1.64351089797
34.5786590576,18.1978855133,37.2079124451,1.64824682393
34.583820343,18.296787262,37.1938819885,1.65439075222
34.5863838196,18.3955078125,37.1777954102,1.66180837176
34.590637207,18.4931926727,37.1565666199,1.67054203379
34.5972518921,18.5910663605,37.1367988586,1.68076460423
34.6032485962,18.6888847351,37.1169624329,1.69219832841
34.6084251404,18.7866764069,37.0968780518,1.70524275063
34.6179580688,18.8845500946,37.0785751343,1.71796457207
34.6256599426,18.9828853607,37.0617103577,1.72914198857
34.6314430237,19.082195282,37.0490837097,1.74141006173
34.6443519592,19.180891037,37.0392799377,1.75208455673
34.6529045105,19.2803516388,37.0317153931,1.76164742982
34.6640586853,19.3796768188,37.027130127,1.77143255707
34.6798553467,19.4782791138,37.021270752,1.78165344479
34.6925849915,19.5772171021,37.0139656067,1.79092393524
34.7078132629,19.6761302948,37.0128135681,1.79996409966
34.7285270691,19.7739696503,37.0095176697,1.80891152478
34.7450561523,19.8723735809,37.0026664734,1.81779732884
34.7646331787,19.9704914093,37.0005607605,1.82616651629
34.7840461731,20.0684490204,36.9950256348,1.83422371857
34.8083343506,20.1652736664,36.9880905151,1.84139498156
34.8327445984,20.2620620728,36.9808197021,1.84857319713
34.8528518677,20.3597717285,36.9732551575,1.85852543261
34.8719444275,20.457611084,36.9647293091,1.86878832711
34.8929481506,20.5548496246,36.9541358948,1.87980353273
34.9146766663,20.6516704559,36.9403610229,1.89195821299
34.9339179993,20.7489089966,36.9264411926,1.90454367967
34.9473114014,20.847530365,36.9169120789,1.91787806024
34.9601020813,20.9460334778,36.9043273926,1.93199746509
34.968082428,21.0444068909,36.8881568909,1.94664568614
34.9810256958,21.1426715851,36.8742866516,1.96221994375
34.9955749512,21.2402801514,36.8573799133,1.97811155616
35.0111885071,21.3360233307,36.8330574036,1.99434791669
35.0311698914,21.4290237427,36.8018913269,2.01006649318
35.0498313904,21.5211162567,36.7675628662,2.02567429336
35.0694770813,21.6143894196,36.7371101379,2.04149562358
35.0859603882,21.7065410614,36.7018127441,2.05781843184
35.1037559509,21.7968559265,36.6628036499,2.0726940545
35.1272125244,21.8833427429,36.6180534363,2.08711646308
35.1532669067,21.9667224884,36.5689048767,2.10153887167
35.1800498962,22.0481338501,36.5172843933,2.11760487086
35.1999740601,22.1321220398,36.4667129517,2.13329726268
35.2187042236,22.2158088684,36.4149971008,2.14959681507
35.2404670715,22.2965431213,36.359992981,2.1668969543
35.2610664368,22.3749980927,36.3014373779,2.18418503699
35.2776184082,22.4518127441,36.239490509,2.20143509209
35.2899475098,22.5260658264,36.1736679077,2.21676611433
35.2952919006,22.5977745056,36.1039924622,2.22680665297
35.2978210449,22.6732673645,36.0382652283,2.23621790539
35.2923202515,22.7427940369,35.9666595459,2.24171687945
35.2845420837,22.8078632355,35.8910331726,2.24498745511
35.2759628296,22.8701858521,35.8132171631,2.24869573987
35.2689743042,22.9264373779,35.7307777405,2.25208149658
35.2667770386,22.9826126099,35.6479797363,2.25627862771
35.2660369873,23.0355625153,35.5631408691,2.2598123426
35.260559082,23.0870037079,35.4775238037,2.26245229871
35.2573242188,23.1343841553,35.3894309998,2.26558344498
35.2519226074,23.1787643433,35.2998924255,2.2693132401
35.247341156,23.2197952271,35.2087554932,2.27250258647
35.2383728027,23.2626037598,35.1187782288,2.2748647016
35.2238082886,23.3043613434,35.0290718079,2.27577710916
35.2071075439,23.3407230377,34.9373168945,2.27577914868
35.1881904602,23.3748512268,34.8451423645,2.27662795827
35.1639633179,23.4068470001,34.7535324097,2.27758983907
35.1401443481,23.4419212341,34.6629638672,2.27353563662
35.1189002991,23.472120285,34.5699539185,2.26913138737
35.0958366394,23.4985847473,34.4762840271,2.26506261337
35.0720710754,23.5215110779,34.3818206787,2.26170321483
35.0438957214,23.5432357788,34.2883491516,2.25868469831
35.0148391724,23.5662536621,34.1954460144,2.25356613086
34.9849739075,23.5864925385,34.1021728516,2.24972169224
34.9488105774,23.6076507568,34.0112800598,2.2452714628
34.9163551331,23.6279907227,33.9187431335,2.23979285586
34.8726768494,23.649646759,33.8312683105,2.23448963323
34.8358078003,23.6697273254,33.7406578064,2.22946674282
34.7954597473,23.6887722015,33.651058197,2.22670264364
34.7571029663,23.7088489532,33.5609207153,2.2241403615
34.7216682434,23.7281913757,33.4693946838,2.22308559328
34.6869812012,23.7410888672,33.3763618469,2.22239590718
34.6524887085,23.7513809204,33.2830276489,2.22321426151
34.6214027405,23.7645168304,33.1888504028,2.22410007769
34.5847358704,23.7782611847,33.0967712402,2.22630921634
34.5452690125,23.789232254,33.0054359436,2.228518355
34.5079650879,23.8003311157,32.9132995605,2.23107525165
34.4707145691,23.8129348755,32.8212928772,2.23421564214
34.4314231873,23.8220386505,32.7297325134,2.23849888405
34.3935585022,23.8323097229,32.6377029419,2.24262148969
34.3556900024,23.8434772491,32.5457458496,2.2471489614
34.3155784607,23.8547592163,32.4547843933,2.25216046446
34.2721710205,23.8658103943,32.3653297424,2.25629685584
34.2288131714,23.8763103485,32.2757644653,2.26107332971
34.1865539551,23.883644104,32.1853942871,2.26647088574
34.1396598816,23.8946228027,32.0977020264,2.2697619081
34.0896034241,23.9050579071,32.011631012,2.27310123211
34.0387802124,23.9104576111,31.9256153107,2.27793496464
33.9842910767,23.9191856384,31.8421878815,2.27986576474
33.9262771606,23.9253082275,31.7609386444,2.27968249326
33.8630905151,23.9345169067,31.6839256287,2.27462859341
33.7972106934,23.9393310547,31.6087017059,2.26823934735
33.7258682251,23.9426307678,31.5386428833,2.26031245447
33.6499938965,23.9463977814,31.4735603333,2.24690366958
33.5787124634,23.9413967133,31.4036483765,2.23339486908
33.514831543,23.9308738708,31.3272800446,2.21949225241
33.4522399902,23.9127216339,31.2513828278,2.20521114269
33.3922538757,23.8974494934,31.172794342,2.19149908396
33.331237793,23.8801136017,31.095407486,2.17884568471
33.2696723938,23.8652801514,31.0180892944,2.16760674674
33.2076644897,23.8532333374,30.9404258728,2.15710650683
33.1455955505,23.8377723694,30.8635520935,2.1475585771
33.0928688049,23.8340759277,30.7785320282,2.12634623826
33.0417175293,23.8274879456,30.6927547455,2.10411829097
32.9912261963,23.8302173615,30.6065196991,2.0813472443
32.9429588318,23.8328762054,30.5190982819,2.0600628804
32.89894104,23.8184165955,30.4303894043,2.04504373815
32.8606376648,23.7910480499,30.3407859802,2.03272235944
32.8213806152,23.770324707,30.2517375946,2.02238884685
32.7732467651,23.7732524872,30.1642227173,2.00476107316
32.7282981873,23.7741928101,30.0748176575,1.98773919288
32.6896018982,23.7680931091,29.9829559326,1.97284894711
32.6492118835,23.7620220184,29.8916435242,1.95745131691
32.6107254028,23.7570552826,29.7994346619,1.94191821075
32.5733718872,23.7585468292,29.706577301,1.92720861474
32.5284042358,23.7648563385,29.617401123,1.9100891368
32.4833068848,23.7784194946,29.5291576385,1.89273266571
32.442527771,23.7949104309,29.4392547607,1.87559520463
32.3989334106,23.8038902283,29.349697113,1.86137496249
32.3527450562,23.8223571777,29.2628192902,1.84527566801
32.3094215393,23.8425769806,29.1748466492,1.83015008417
32.2680778503,23.8730449677,29.0891227722,1.81408985146
32.2210502625,23.8928623199,29.0028362274,1.80256563891
32.1782989502,23.9186382294,28.9165153503,1.78921956294
32.1412658691,23.9555702209,28.8311214447,1.77294251485
32.0982398987,23.9855003357,28.7463912964,1.76207092841
32.0544242859,24.0194206238,28.6628074646,1.75119934197
32.0276908875,24.0900764465,28.6028633118,1.72497222426
31.9920578003,24.1363925934,28.5232887268,1.70872608833
31.9551830292,24.1812534332,28.4394397736,1.69642883727
31.9261703491,24.2354202271,28.3619976044,1.68413158622
31.8983287811,24.2827529907,28.2789421082,1.67532031631
31.8655834198,24.3275260925,28.1957111359,1.66980264876
31.8319911957,24.3754329681,28.1145553589,1.66439011397
31.8018321991,24.4186210632,28.0294647217,1.66307499302
31.7794189453,24.4644412994,27.9433937073,1.66173317351
31.7565326691,24.515838623,27.8606700897,1.66001167995
31.7313575745,24.5660934448,27.7779979706,1.66103443973
31.7090625763,24.6115531921,27.6916332245,1.66538295065
31.6864547729,24.6592712402,27.6066646576,1.66944783844
31.6659793854,24.7078971863,27.5215415955,1.67638621438
31.6497001648,24.7581825256,27.4366188049,1.68528599789
31.6335811615,24.8201541901,27.3597564697,1.69058004866
31.6231136322,24.8857898712,27.2848339081,1.69475260975
31.6191616058,24.9533309937,27.2110004425,1.69892517084
31.6212062836,25.022769928,27.138917923,1.70396964591
31.6252765656,25.0970687866,27.0721130371,1.70781161175
31.6293563843,25.1738052368,27.0080223083,1.71035540273
31.6346626282,25.2460613251,26.9391136169,1.71992154183
31.642698288,25.3164215088,26.8683261871,1.73013616495
31.6555500031,25.3877544403,26.799325943,1.7418959677
31.6725959778,25.4555358887,26.7277774811,1.75345385744
31.6838378906,25.5233211517,26.6549930573,1.76625093842
31.703622818,25.5967025757,26.5900096893,1.77645092507
31.7305107117,25.6650066376,26.522108078,1.7875766476
31.7496490479,25.7116622925,26.4349727631,1.80262656482
31.7744083405,25.7540817261,26.3491001129,1.81424448582
31.8193874359,25.8096065521,26.2781333923,1.81217463907
31.8665943146,25.8673458099,26.210849762,1.80837098281
31.9189300537,25.9231643677,26.1467247009,1.80374456953
31.9720954895,25.9818687439,26.0856361389,1.79736036335
32.0277824402,26.0368442535,26.0232925415,1.7923778626
32.0864601135,26.0894680023,25.9616737366,1.78940158254
32.1459579468,26.1437702179,25.902387619,1.78720242379
32.2060089111,26.200799942,25.8462276459,1.78587414839
32.2676086426,26.2511901855,25.7856712341,1.78555345254
32.3336753845,26.2992687225,25.7278137207,1.7854066521
32.3979949951,26.3516807556,25.671913147,1.78703776302
32.4622993469,26.4076766968,25.6195716858,1.79032519621
32.5272331238,26.4644699097,25.5689144135,1.79379501282
32.5953636169,26.5169315338,25.5177459717,1.79607779255
32.6651382446,26.5647163391,25.4641418457,1.79934513995
32.7365112305,26.6146793365,25.4152183533,1.8030167445
32.8082809448,26.6687679291,25.3711433411,1.80752382985
32.8828849792,26.7165107727,25.3246994019,1.81121612838
32.9582710266,26.7637310028,25.2789440155,1.81669596966
33.0367927551,26.8082237244,25.2357215881,1.82155424753
33.1147422791,26.8597316742,25.1993541718,1.82654045623
33.1898612976,26.9188957214,25.1687660217,1.83152726434
33.2651824951,26.9781551361,25.1403427124,1.83598673847
33.3465652466,27.0282554626,25.1105194092,1.84104734454
33.4303703308,27.0738353729,25.07995224,1.84632388895
33.5157394409,27.1146392822,25.0472774506,1.85193245935
33.6025047302,27.1564407349,25.0161113739,1.86105651926
33.6881141663,27.2052135468,24.9918518066,1.87018057918
33.7686691284,27.2633590698,24.977563858,1.87930463909
33.8449325562,27.3271694183,24.9746074677,1.89008342249
33.9294319153,27.376543045,24.960477829,1.90248032902
34.0191955566,27.4165687561,24.9360427856,1.91487723555
34.110332489,27.4547157288,24.9098491669,1.92727414209
34.199016571,27.4982833862,24.8902816772,1.94004430841
34.2882614136,27.5394382477,24.8714733124,1.95611976885
34.3786430359,27.5797767639,24.8575363159,1.97281644477
34.4687080383,27.6223888397,24.8489761353,1.99078632359
34.5605583191,27.6604785919,24.8401851654,2.00875892796
34.654132843,27.6951732635,24.840795517,2.01446871722
34.7463760376,27.7299518585,24.8584537506,2.01347978691
34.8378982544,27.7654056549,24.878030777,2.01356315756
34.9292030334,27.7984294891,24.9020404816,2.0137956818
35.0206375122,27.8317546844,24.9251232147,2.0164358658
35.1120834351,27.866859436,24.9456272125,2.01974579041
35.2025756836,27.9005794525,24.971780777,2.02724865651
35.2916679382,27.9354972839,25.0012149811,2.03509414947
35.3785514832,27.9754638672,25.030418396,2.04130225636
35.4601173401,28.018289566,25.0697898865,2.04514285976
35.5379714966,28.0609664917,25.1166553497,2.05084918016
35.6152381897,28.1026706696,25.1647453308,2.05768060392
35.6954879761,28.1438236237,25.2075405121,2.06563825312
35.7778778076,28.1860275269,25.2454833984,2.0786960385
35.8582878113,28.227678299,25.2881660461,2.09176349495
35.9378051758,28.2677402496,25.3337745667,2.10517967255
36.0128860474,28.3088207245,25.3857650757,2.11979900165
36.0910606384,28.3472080231,25.4346809387,2.13497988834
36.1734809875,28.3824558258,25.4791221619,2.1508149953
36.24949646,28.4212589264,25.5312900543,2.1625381337
36.3180580139,28.4674301147,25.5875167847,2.16509368912
36.3942298889,28.5120792389,25.6345901489,2.170486947
36.4666633606,28.5546855927,25.6887245178,2.17211155027
36.5342292786,28.6015415192,25.7453689575,2.17009818686
36.5954551697,28.6473808289,25.8097000122,2.15601585071
36.6525001526,28.6925449371,25.8784065247,2.13962270994
36.7051277161,28.739736557,25.949224472,2.12345977898
36.7581214905,28.7846908569,26.0212039948,2.10643916826
36.8083381653,28.8398456573,26.0877609253,2.08925293132
36.8580169678,28.8948478699,26.1548805237,2.07467544614
36.9051094055,28.9471511841,26.2261486053,2.06034386122
36.9492111206,29.0055389404,26.2943401337,2.0474505222
